City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,Pathein,16.7833,94.7333,293.06,76,7,3.45,MM,2023-02-10 21:07:56
283,Aklavik,68.2191,-135.0107,248.15,84,100,3.09,CA,2023-02-10 21:07:57
284,Caravelas,-17.7125,-39.2481,299.54,78,0,3.74,BR,2023-02-10 21:07:57
285,Batagay,67.6333,134.6333,224.54,99,67,0.85,RU,2023-02-10 21:07:57
286,Manyana,-23.4,21.7167,296.37,26,1,2.73,BW,2023-02-10 21:07:58
287,Hofn,64.2539,-15.2082,275.69,85,92,3.48,IS,2023-02-10 21:07:58
288,Itarema,-2.9248,-39.9167,300.18,79,19,6.86,BR,2023-02-10 21:05:32
289,Galesong,-5.3166,119.3661,297.16,80,100,2.74,ID,2023-02-10 21:07:59
290,Garowe,8.4054,48.4845,293.05,59,21,4.41,SO,2023-02-10 21:07:59
291,Chardara,41.2547,67.9692,270.48,46,100,2.11,KZ,2023-02-10 21:08:00
292,Portland,45.5234,-122.6762,285.82,84,75,3.09,US,2023-02-10 21:05:42
293,La Ronge,55.1001,-105.2842,269.86,88,99,2.9,CA,2023-02-10 21:08:00
294,Herat,34.5,62.0,270.98,64,9,5.02,AF,2023-02-10 21:05:56
295,Santa Maria,-29.6842,-53.8069,307.76,36,20,3.6,BR,2023-02-10 21:05:37
296,Cabo San Lucas,22.8909,-109.9124,303.76,38,20,4.12,MX,2023-02-10 21:06:31
297,Arman,59.7,150.1667,255.16,94,100,3.78,RU,2023-02-10 21:08:01
298,Yabrud,33.9674,36.6574,271.8,84,31,1.04,SY,2023-02-10 21:08:01
299,Fortuna,40.5982,-124.1573,282.55,90,75,2.06,US,2023-02-10 21:08:02
300,Fort Nelson,58.8053,-122.7002,267.01,73,100,1.34,CA,2023-02-10 21:08:02
301,Bilibino,68.0546,166.4372,230.81,100,94,0.83,RU,2023-02-10 21:08:03
302,Goure,13.9835,10.2704,295.09,11,3,3.96,NE,2023-02-10 21:08:03
303,Manaus,-3.1019,-60.025,303.43,66,40,2.06,BR,2023-02-10 21:05:14
304,Punta Alta,-38.8759,-62.0736,306.23,60,77,6.85,AR,2023-02-10 21:08:04
305,Sibiti,-3.6819,13.3499,294.37,97,70,0.91,CG,2023-02-10 21:08:05
306,Yuzhou,34.1628,113.4639,275.96,97,100,0.76,CN,2023-02-10 21:05:15
307,Eureka,40.8021,-124.1637,282.7,92,100,3.13,US,2023-02-10 21:06:13
308,Boa Vista,2.8197,-60.6733,303.14,54,75,6.17,BR,2023-02-10 21:05:51
309,Silvan,38.1419,41.0081,271.31,66,0,1.52,TR,2023-02-10 21:08:07
310,Chagoda,59.164,35.3285,270.79,86,100,7.16,RU,2023-02-10 21:08:07
311,Shwebo,22.5667,95.7,290.85,45,0,1.63,MM,2023-02-10 21:08:08
312,Stalowa Wola,50.5829,22.0533,274.74,74,100,3.13,PL,2023-02-10 21:08:09
313,Buckeye,33.3703,-112.5838,295.03,11,0,8.75,US,2023-02-10 21:05:01
314,Salym,60.0625,71.4789,259.47,93,93,3.89,RU,2023-02-10 21:08:09
315,Kawalu,-7.3817,108.2082,295.28,95,99,1.0,ID,2023-02-10 21:08:10
316,Ngaoundere,7.3167,13.5833,294.04,16,2,2.22,CM,2023-02-10 21:08:10
317,Brainerd,46.358,-94.2008,272.31,64,0,4.63,US,2023-02-10 21:04:26
318,Havre-Saint-Pierre,50.2334,-63.5986,260.35,85,100,7.72,CA,2023-02-10 21:08:11
319,Ahipara,-35.1667,173.1667,292.59,79,100,5.35,NZ,2023-02-10 21:08:11
320,Jaque,7.5175,-78.1703,300.94,80,82,0.53,PA,2023-02-10 21:08:12
321,Saint-Joseph,-21.3667,55.6167,299.36,77,32,4.65,RE,2023-02-10 21:08:12
322,Pringsewu,-5.3582,104.9744,295.64,96,98,1.05,ID,2023-02-10 21:08:13
323,Makasar,-5.14,119.4221,297.18,78,20,2.57,ID,2023-02-10 21:08:14
324,Kahului,20.8947,-156.47,296.95,79,75,9.26,US,2023-02-10 21:08:14
325,Deneysville,-26.8908,28.0971,288.54,92,100,6.57,ZA,2023-02-10 21:08:15
326,Pacific Grove,36.6177,-121.9166,290.68,81,75,5.14,US,2023-02-10 21:09:15
327,Coquimbo,-29.9533,-71.3436,296.0,64,0,5.14,CL,2023-02-10 21:09:16
328,Paamiut,61.994,-49.6678,257.59,88,84,4.46,GL,2023-02-10 21:09:16
329,Lenger,42.183,69.8839,263.84,70,78,2.63,KZ,2023-02-10 21:09:17
330,Maniitsoq,65.4167,-52.9,253.11,97,100,4.38,GL,2023-02-10 21:09:17
331,Christchurch,-43.5333,172.6333,291.99,81,75,3.09,NZ,2023-02-10 21:04:33
332,Gorin,51.1983,136.6669,242.62,100,93,0.5,RU,2023-02-10 21:09:18
333,Sheridan,44.8333,-106.9173,279.27,45,0,0.89,US,2023-02-10 21:09:06
334,Mount Gambier,-37.8333,140.7667,290.42,75,100,4.55,AU,2023-02-10 21:09:19
335,San Juan De Los Morros,9.9115,-67.3538,301.89,45,86,2.92,VE,2023-02-10 21:09:19
336,Zaliztsi,49.7919,25.373,268.15,91,54,5.16,UA,2023-02-10 21:09:20
337,Lerwick,60.1545,-1.1494,283.15,82,100,13.84,GB,2023-02-10 21:09:21
338,Brae,60.3964,-1.353,281.66,83,100,12.78,GB,2023-02-10 21:09:21
339,Mumford,5.2618,-0.759,299.73,87,54,2.72,GH,2023-02-10 21:09:22
340,Atambua,-9.1061,124.8925,296.31,91,100,0.72,ID,2023-02-10 21:09:22
341,Sao Felix Do Xingu,-6.6447,-51.995,301.9,71,26,1.12,BR,2023-02-10 21:07:26
342,Macusani,-14.0833,-70.4333,281.12,72,89,4.09,PE,2023-02-10 21:09:24
343,Iqaluit,63.7506,-68.5145,240.2,67,11,4.92,CA,2023-02-10 21:09:25
344,Pundaguitan,6.3711,126.1689,299.25,79,96,3.0,PH,2023-02-10 21:09:25
345,West Lafayette,40.4259,-86.9081,279.38,60,0,6.17,US,2023-02-10 21:06:27
346,Guajara,-2.9667,-57.6667,298.37,95,98,0.58,BR,2023-02-10 21:05:53
347,Shivrajpur,22.4167,73.65,293.25,24,0,1.28,IN,2023-02-10 21:09:26
348,Burnie,-41.0667,145.9167,288.12,93,5,4.81,AU,2023-02-10 21:09:27
349,Thompson,55.7435,-97.8558,268.72,89,100,1.36,CA,2023-02-10 21:09:27
350,Ilulissat,69.2167,-51.1,249.16,77,75,3.6,GL,2023-02-10 21:09:28
351,Ayan,56.45,138.1667,247.8,82,15,2.58,RU,2023-02-10 21:09:29
352,Kirensk,57.7853,108.1119,256.47,98,100,1.44,RU,2023-02-10 21:09:29
353,Penzance,50.1186,-5.5371,281.53,86,91,2.91,GB,2023-02-10 21:09:30
354,Broken Hill,-31.95,141.4333,294.81,44,0,3.26,AU,2023-02-10 21:09:31
355,Sur,22.5667,59.5289,294.44,69,0,4.53,OM,2023-02-10 21:06:45
356,Maragogi,-9.0122,-35.2225,299.71,73,99,3.25,BR,2023-02-10 21:09:31
357,Salamiyah,35.0113,37.0532,278.99,74,99,4.67,SY,2023-02-10 21:09:32
358,Novopavlovka,51.2172,109.2091,250.65,100,81,0.69,RU,2023-02-10 21:09:32
359,Emerald,-23.5333,148.1667,295.01,86,21,2.43,AU,2023-02-10 21:09:33
360,Faya,18.3851,42.4509,284.44,65,8,1.41,SA,2023-02-10 21:09:34
361,Vardo,70.3705,31.1107,264.14,67,0,7.2,NO,2023-02-10 21:09:34
362,Taoudenni,22.6783,-3.9836,296.55,12,97,9.91,ML,2023-02-10 21:09:35
363,Pingliang,35.5392,106.6861,271.72,93,77,1.86,CN,2023-02-10 21:09:35
364,Bam,29.106,58.357,279.57,44,4,4.13,IR,2023-02-10 21:09:36
365,Mairana,-18.1167,-63.9333,292.93,84,98,0.93,BO,2023-02-10 21:09:36
366,Sapa,5.1544,120.3241,299.36,80,100,1.93,PH,2023-02-10 21:09:36
367,Mount Isa,-20.7333,139.5,295.02,78,73,0.0,AU,2023-02-10 21:09:37
368,Union,40.6334,-74.2663,287.43,44,40,9.77,US,2023-02-10 21:08:09
369,Oussouye,12.485,-16.5469,295.23,68,11,4.31,SN,2023-02-10 21:09:37
370,Price,39.5994,-110.8107,272.66,37,0,0.0,US,2023-02-10 21:09:38
371,Pangnirtung,66.1451,-65.7125,237.15,68,20,2.06,CA,2023-02-10 21:09:38
372,Kerema,-7.9631,145.7785,298.24,82,100,1.54,PG,2023-02-10 21:09:39
373,Placido De Castro,-10.3353,-67.1856,301.05,86,39,0.96,BR,2023-02-10 21:10:39
374,Arai,37.0167,138.25,277.94,93,100,2.8,JP,2023-02-10 21:10:40
375,Ouargaye,11.5033,0.0572,303.37,10,0,3.72,BF,2023-02-10 21:10:40
376,Cayenne,4.9333,-52.3333,299.17,83,100,4.12,GF,2023-02-10 21:10:41
377,Grindavik,63.8424,-22.4338,278.41,81,75,11.83,IS,2023-02-10 21:10:41
378,Asyut,27.181,31.1837,287.26,31,85,2.94,EG,2023-02-10 21:10:42
379,Santa Vitoria Do Palmar,-33.5189,-53.3681,301.13,58,0,5.3,BR,2023-02-10 21:06:28
380,Maple Creek,49.9168,-109.4848,279.92,53,97,10.28,CA,2023-02-10 21:10:42
381,Fukue,32.6881,128.8419,284.12,63,16,7.17,JP,2023-02-10 21:10:43
382,Jalu,29.0331,21.5482,286.73,57,61,4.72,LY,2023-02-10 21:10:43
383,Cockburn Town,21.4612,-71.1419,297.88,78,0,11.17,TC,2023-02-10 21:10:44
384,Chute-Aux-Outardes,49.1168,-68.399,267.14,93,100,8.23,CA,2023-02-10 21:10:44
385,Norman Wells,65.282,-126.8329,255.67,93,100,1.62,CA,2023-02-10 21:10:45
386,Rocha,-34.4833,-54.3333,302.1,45,1,4.63,UY,2023-02-10 21:10:45
387,Borogontsy,62.6683,131.1683,227.36,100,75,1.68,RU,2023-02-10 21:10:45
388,Zhigansk,66.7697,123.3711,231.77,100,99,0.58,RU,2023-02-10 21:10:46
389,Sao Filipe,14.8961,-24.4956,294.47,75,97,3.8,CV,2023-02-10 21:10:46
390,Ginir,7.1333,40.7,289.95,33,17,2.6,ET,2023-02-10 21:10:31
391,Yagodnoye,62.55,149.6667,245.95,94,100,0.88,RU,2023-02-10 21:10:47
392,Sumbe,-11.2061,13.8437,297.34,81,5,3.42,AO,2023-02-10 21:10:47
393,Carauari,-4.8828,-66.8958,299.81,88,83,0.43,BR,2023-02-10 21:10:48
394,Gamba,-2.65,10.0,298.94,89,100,2.32,GA,2023-02-10 21:10:48
395,Canico,32.6333,-16.85,288.71,91,75,4.63,PT,2023-02-10 21:10:49
396,Reconquista,-29.15,-59.65,312.45,20,36,1.93,AR,2023-02-10 21:10:49
397,Konstantinovka,49.6167,127.9833,256.91,98,100,1.3,RU,2023-02-10 21:10:50
398,Challans,46.8436,-1.8749,277.66,87,2,3.25,FR,2023-02-10 21:10:50
399,Prince Rupert,54.3161,-130.3201,278.2,81,100,6.69,CA,2023-02-10 21:10:15
400,Lamu,-2.2717,40.902,299.27,87,20,6.17,KE,2023-02-10 21:10:50
401,Nouadhibou,20.931,-17.0347,290.77,83,0,6.39,MR,2023-02-10 21:10:51
402,Ambanja,-13.6833,48.45,296.2,95,99,2.3,MG,2023-02-10 21:10:51
403,Vilhena,-12.7406,-60.1458,299.5,78,89,0.46,BR,2023-02-10 21:10:51
404,Healdsburg,38.6105,-122.8692,290.43,59,40,5.14,US,2023-02-10 21:10:52
405,Dingle,10.9995,122.6711,296.28,93,65,3.34,PH,2023-02-10 21:10:52
406,Odate,40.2686,140.5683,270.17,95,78,0.84,JP,2023-02-10 21:10:53
407,Buala,-8.145,159.5921,300.64,77,100,1.73,SB,2023-02-10 21:10:53
408,Chuy,-33.6971,-53.4616,300.73,60,0,5.4,UY,2023-02-10 21:10:54
409,Okhotsk,59.3833,143.3,247.77,78,98,5.1,RU,2023-02-10 21:10:54
410,Vanimo,-2.6741,141.3028,298.06,91,100,3.33,PG,2023-02-10 21:10:55
411,Balaipungut,1.05,101.2833,294.95,97,91,1.22,ID,2023-02-10 21:10:55
412,Arinos,-15.9169,-46.1056,300.98,59,87,1.85,BR,2023-02-10 21:10:56
413,Labuhan,-6.8844,112.2051,298.51,86,100,3.27,ID,2023-02-10 21:10:56
414,Svetlyy,54.675,20.1347,277.18,87,91,8.04,RU,2023-02-10 21:10:57
415,Sioux Lookout,50.1001,-91.917,267.85,80,42,3.62,CA,2023-02-10 21:10:57
416,Beira,-19.8436,34.8389,298.8,90,99,4.19,MZ,2023-02-10 21:10:58
417,Souillac,-20.5167,57.5167,298.45,80,12,5.15,MU,2023-02-10 21:10:58
418,Paranaiba,-19.6772,-51.1908,296.71,90,100,2.21,BR,2023-02-10 21:11:59
419,Coos Bay,43.3665,-124.2179,286.06,93,100,0.0,US,2023-02-10 21:11:59
420,Ponca City,36.707,-97.0856,280.34,30,0,6.69,US,2023-02-10 21:08:49
421,Khanpur,28.6453,70.6567,290.79,33,7,3.6,PK,2023-02-10 21:12:00
422,Ngorongoro,-3.2397,35.4875,286.46,61,98,1.66,TZ,2023-02-10 21:12:00
423,Sambava,-14.2667,50.1667,296.98,90,100,3.19,MG,2023-02-10 21:12:00
424,Andenes,69.3143,16.1194,271.44,80,75,8.75,NO,2023-02-10 21:12:01
425,Sao Jose Da Coroa Grande,-8.8978,-35.1478,299.82,74,95,3.46,BR,2023-02-10 21:12:02
426,Parker,32.7668,-97.8003,279.93,56,87,4.92,US,2023-02-10 21:12:02
427,Labuan,5.2767,115.2417,299.3,83,100,1.71,MY,2023-02-10 21:12:03
428,Iguaba Grande,-22.8392,-42.2289,299.11,78,75,5.66,BR,2023-02-10 21:12:04
429,Yarmouth,41.7057,-70.2286,289.41,57,0,3.6,US,2023-02-10 21:12:04
430,Oltedal,58.831,6.0466,281.25,96,100,6.31,NO,2023-02-10 21:12:05
431,Anaimalai,10.5833,76.9333,293.17,48,80,1.56,IN,2023-02-10 21:12:05
432,Lola,7.8,-8.5333,299.82,54,87,1.24,GN,2023-02-10 21:12:06
433,Cheney,47.4874,-117.5758,280.27,55,100,1.54,US,2023-02-10 21:12:07
434,Enfield,-34.8526,138.6026,293.44,69,100,6.17,AU,2023-02-10 21:12:07
435,Marsh Harbour,26.5412,-77.0636,297.59,70,0,5.32,BS,2023-02-10 21:12:08
436,Avera,33.194,-82.5271,292.34,69,100,3.01,US,2023-02-10 21:12:08
437,Horadiz,39.4488,47.3353,274.25,82,98,1.74,AZ,2023-02-10 21:12:09
438,Evensk,61.95,159.2333,254.69,69,100,5.88,RU,2023-02-10 21:12:09
439,Deputatskiy,69.3,139.9,231.32,99,87,1.65,RU,2023-02-10 21:12:10
440,Ingleside,27.8778,-97.2117,292.2,80,0,9.77,US,2023-02-10 21:11:06
441,Aykhal,66.0,111.5,238.18,100,98,3.51,RU,2023-02-10 21:12:11
442,Russell,32.3502,-85.1999,288.72,72,20,4.12,US,2023-02-10 21:12:12
443,Codrington,-38.2667,141.9667,287.76,95,14,4.05,AU,2023-02-10 21:12:12
444,Ruidoso,33.3317,-105.673,278.73,23,0,6.69,US,2023-02-10 21:12:13
445,Cassilandia,-19.1133,-51.7342,295.91,92,100,2.11,BR,2023-02-10 21:12:13
446,Taltal,-25.4,-70.4833,295.76,68,24,2.09,CL,2023-02-10 21:12:13
447,Progreso,21.2833,-89.6667,307.21,53,9,4.78,MX,2023-02-10 21:12:14
448,Lampazos De Naranjo,27.0167,-100.5167,289.05,27,22,9.12,MX,2023-02-10 21:12:14
449,Coahuayana,18.7333,-103.6833,304.23,39,1,3.22,MX,2023-02-10 21:12:15
450,Ouallam,14.3188,2.0866,299.76,8,0,4.62,NE,2023-02-10 21:12:15
451,Carmen,18.6333,-91.8333,303.17,58,0,2.57,MX,2023-02-10 21:07:48
452,Finnsnes,69.2296,17.9811,269.68,88,100,7.03,NO,2023-02-10 21:12:16
453,Mococa,-21.4678,-47.0047,297.53,86,100,0.94,BR,2023-02-10 21:12:17
454,Clyde River,70.4692,-68.5914,240.75,80,5,1.28,CA,2023-02-10 21:12:05
455,Provideniya,64.3833,-173.3,245.3,90,99,3.54,RU,2023-02-10 21:12:17
456,Half Moon Bay,37.4636,-122.4286,289.56,67,75,7.2,US,2023-02-10 21:09:14
457,Rawson,-43.3002,-65.1023,304.31,25,40,10.29,AR,2023-02-10 21:12:18
458,San Rafael,-34.6177,-68.3301,310.67,16,0,7.15,AR,2023-02-10 21:12:19
459,Hay River,60.8156,-115.7999,258.83,91,100,3.74,CA,2023-02-10 21:12:19
460,Aksarka,66.5606,67.7975,264.89,89,73,5.13,RU,2023-02-10 21:12:20
461,Tazovskiy,67.4667,78.7,262.1,94,80,6.95,RU,2023-02-10 21:12:20
462,Abu Kamal,34.4506,40.9171,280.49,40,70,1.55,SY,2023-02-10 21:12:21
463,Boralday,43.3578,76.8594,263.07,79,75,3.0,KZ,2023-02-10 21:13:22
464,Kloulklubed,7.0419,134.2556,300.42,73,100,6.53,PW,2023-02-10 21:13:23
465,Jaen,38.0,-3.5,277.34,57,31,5.9,ES,2023-02-10 21:13:23
466,Tenenkou,14.4572,-4.9169,302.49,8,0,3.55,ML,2023-02-10 21:13:24
467,Tual,-5.6667,132.75,301.25,79,95,10.23,ID,2023-02-10 21:13:24
468,Mitsamiouli,-11.3847,43.2844,300.61,80,100,3.33,KM,2023-02-10 21:13:25
469,Tiarei,-17.5333,-149.3333,304.16,77,22,5.09,PF,2023-02-10 21:13:25
470,Zemio,5.0314,25.1361,298.3,28,49,1.38,CF,2023-02-10 21:13:26
471,Pavlodar,52.3,76.95,250.04,77,100,6.0,KZ,2023-02-10 21:13:26
472,Bang Saphan,11.2126,99.5117,296.01,94,18,1.0,TH,2023-02-10 21:13:27
473,Zhovtneve,50.6637,24.2492,271.31,93,100,5.15,UA,2023-02-10 21:13:27
474,Hovd,48.0056,91.6419,257.69,73,14,2.52,MN,2023-02-10 21:13:28
475,Mehamn,71.0357,27.8492,270.12,80,40,7.72,NO,2023-02-10 21:13:28
476,Grenville,12.1167,-61.6167,298.14,80,13,7.91,GD,2023-02-10 21:13:28
477,Manta,-0.95,-80.7333,300.03,83,75,5.66,EC,2023-02-10 21:13:29
478,Ulaangom,49.9811,92.0667,253.03,99,100,0.15,MN,2023-02-10 21:13:29
479,Abu Samrah,35.3029,37.1841,278.41,73,63,3.72,SY,2023-02-10 21:13:30
480,Raga,8.4596,25.678,297.44,17,3,2.22,SS,2023-02-10 21:13:30
481,Terrace,54.5163,-128.6035,276.78,99,100,1.08,CA,2023-02-10 21:12:10
482,Lhokseumawe,5.1801,97.1507,297.9,84,100,2.0,ID,2023-02-10 21:13:31
483,Diffa,13.3154,12.6113,296.65,9,0,3.96,NE,2023-02-10 21:13:32
484,Vanavara,60.34,102.2797,241.86,100,40,1.73,RU,2023-02-10 21:13:32
485,Storm Lake,42.6411,-95.2097,272.73,74,0,5.66,US,2023-02-10 21:13:33
486,Dhidhdhoo,6.8833,73.1,299.86,74,100,2.24,MV,2023-02-10 21:13:33
487,Bedford,52.1346,-0.4663,281.38,88,100,4.47,GB,2023-02-10 21:13:08
488,Ewa Beach,21.3156,-158.0072,299.31,56,40,12.86,US,2023-02-10 21:13:34
489,Kushmurun,52.4503,64.6311,258.04,100,97,2.29,KZ,2023-02-10 21:13:34
490,Visnes,59.3556,5.2242,281.6,93,100,7.2,NO,2023-02-10 21:13:35
491,Ola,59.5833,151.2833,255.3,94,100,4.28,RU,2023-02-10 21:13:35
492,Antofagasta,-23.65,-70.4,296.75,71,15,3.37,CL,2023-02-10 21:12:37
493,Mandalgovi,45.7625,106.2708,262.25,76,100,3.81,MN,2023-02-10 21:13:36
494,Barmer,25.75,71.3833,291.75,47,0,3.78,IN,2023-02-10 21:09:07
495,Whitehorse,60.7161,-135.0538,268.76,78,91,0.69,CA,2023-02-10 21:11:49
496,Moctezuma,29.8,-109.6667,294.38,12,7,4.47,MX,2023-02-10 21:13:37
497,Khonsa,27.0167,95.5667,284.75,83,97,1.01,IN,2023-02-10 21:13:37
498,Escanaba,45.7453,-87.0646,269.4,58,0,4.63,US,2023-02-10 21:10:31
499,Raudeberg,61.9875,5.1352,280.52,1,100,13.33,NO,2023-02-10 21:13:38
500,Wattegama,6.7989,81.4808,293.75,91,100,2.4,LK,2023-02-10 21:13:38
501,Bardiyah,31.7561,25.0865,286.24,66,57,3.08,LY,2023-02-10 21:13:39
502,Sola,-13.8833,167.55,301.06,72,100,5.38,VU,2023-02-10 21:13:39
503,Bay Roberts,47.5999,-53.2648,267.78,82,100,0.89,CA,2023-02-10 21:11:18
504,Luanda,-8.8368,13.2343,300.15,77,0,4.63,AO,2023-02-10 21:12:59
505,Srednekolymsk,67.45,153.6833,226.71,100,66,1.13,RU,2023-02-10 21:13:40
506,Farmington,36.7281,-108.2187,278.53,24,0,0.0,US,2023-02-10 21:09:20
507,San Carlos De Bariloche,-41.1456,-71.3082,295.57,25,3,7.25,AR,2023-02-10 21:13:41
508,Baijiantan,45.6333,85.1833,264.74,74,64,3.24,CN,2023-02-10 21:13:41
509,Shitanjing,39.2342,106.3439,270.8,87,92,3.99,CN,2023-02-10 21:13:41
510,Haghartsin,40.7761,44.9685,264.8,95,99,1.69,AM,2023-02-10 21:14:42
511,Santa Cruz,-17.8,-63.1667,299.85,78,75,2.57,BO,2023-02-10 21:14:42
512,Manaure,11.7751,-72.4445,303.18,51,11,10.38,CO,2023-02-10 21:14:43
513,Mayo,38.8876,-76.5119,288.43,42,0,4.63,US,2023-02-10 21:10:49
514,Campo Do Brito,-10.7333,-37.4933,299.74,67,98,5.87,BR,2023-02-10 21:14:43
515,Canoa,18.355,-71.1585,302.99,66,40,8.75,DO,2023-02-10 21:14:44
516,Monteagudo,-19.8167,-63.9833,300.74,47,51,1.47,BO,2023-02-10 21:14:44
517,Chernyshevskiy,63.0128,112.4714,237.95,100,100,1.09,RU,2023-02-10 21:14:45
518,Kastamonu,41.5,33.6667,267.47,94,94,0.94,TR,2023-02-10 21:14:45
519,Maldonado,-34.6667,-54.9167,305.81,40,0,5.09,UY,2023-02-10 21:14:46
520,Bengkulu,-3.8004,102.2655,296.73,89,40,3.52,ID,2023-02-10 21:11:35
521,Coolum Beach,-26.5333,153.1,297.1,74,11,3.54,AU,2023-02-10 21:14:47
522,Shetpe,44.1667,52.1167,268.02,73,20,0.67,KZ,2023-02-10 21:14:47
523,Westport,41.1415,-73.3579,288.14,38,0,10.8,US,2023-02-10 21:13:24
524,Lyubech,51.7026,30.6569,270.72,91,87,4.08,UA,2023-02-10 21:14:48
525,Xuanzhou,30.9525,118.7553,280.48,94,100,1.24,CN,2023-02-10 21:14:48
526,Roebourne,-20.7833,117.1333,302.36,69,85,6.59,AU,2023-02-10 21:14:49
527,Dawson Creek,55.7666,-120.2362,278.47,65,81,8.92,CA,2023-02-10 21:14:49
528,Newport Beach,33.6189,-117.9289,300.3,24,75,2.68,US,2023-02-10 21:14:08
529,Naze,28.3667,129.4833,287.83,71,100,3.41,JP,2023-02-10 21:14:50
530,Vila,42.0304,-8.1588,276.64,62,0,2.56,PT,2023-02-10 21:14:50
531,Amecameca,19.1167,-98.7667,294.6,43,89,2.01,MX,2023-02-10 21:14:51
532,Kwinana,-32.25,115.7667,289.91,81,0,0.45,AU,2023-02-10 21:14:51
533,Frederico Westphalen,-27.3592,-53.3944,297.84,42,34,0.65,BR,2023-02-10 21:14:22
534,Puerto Maldonado,-12.6,-69.1833,303.37,74,40,1.54,PE,2023-02-10 21:14:52
535,Tayu,-6.5397,111.0518,298.48,86,100,3.48,ID,2023-02-10 21:14:52
536,Vestmanna,62.1564,-7.1664,279.66,81,75,15.43,FO,2023-02-10 21:14:53
537,Batken,39.8333,71.0,258.07,72,91,3.87,KG,2023-02-10 21:14:53
538,Arkhangelskaya,45.6796,40.2754,266.31,94,29,1.39,RU,2023-02-10 21:14:53
539,Haimen,23.1935,116.6142,289.14,90,100,6.42,CN,2023-02-10 21:14:54
540,Ritchie,-29.038,24.6028,291.58,71,100,7.49,ZA,2023-02-10 21:14:54
541,Ambilobe,-13.2,49.05,296.2,95,99,1.03,MG,2023-02-10 21:14:55
542,Yuncheng,35.0231,110.9928,274.01,90,37,2.33,CN,2023-02-10 21:14:55
543,Kaluga,54.5,35.5,270.38,87,100,6.66,RU,2023-02-10 21:14:55
544,Vila Do Maio,15.1333,-23.2167,294.59,78,93,6.98,CV,2023-02-10 21:14:56
545,Masuguru,-11.3667,38.4167,295.66,98,100,1.61,TZ,2023-02-10 21:14:56
546,Zaterechnyy,44.7931,45.2097,258.66,97,33,1.8,RU,2023-02-10 21:14:57
547,Kodarma,24.4667,85.6,288.89,33,0,0.8,IN,2023-02-10 21:14:57
548,Sao Joao De Pirabas,-0.7747,-47.1772,299.1,83,30,2.52,BR,2023-02-10 21:14:58
549,Sao Paulo De Olivenca,-3.3783,-68.8725,302.04,76,94,0.48,BR,2023-02-10 21:11:19
550,Perama,37.9757,23.5828,279.62,65,75,2.57,GR,2023-02-10 21:14:58
551,Udankudi,8.4333,78.0167,296.69,71,100,5.23,IN,2023-02-10 21:14:59
552,Vostochnyy,55.8167,37.8667,271.3,85,99,6.34,RU,2023-02-10 21:14:59
553,Bull Savanna,17.8868,-77.5902,299.8,60,3,8.59,JM,2023-02-10 21:14:59
554,Yumen,40.2833,97.2,269.7,45,100,1.64,CN,2023-02-10 21:16:00
555,Imbituba,-28.24,-48.6703,298.58,86,78,3.23,BR,2023-02-10 21:16:00
556,Dengfeng,34.4553,113.0281,274.59,94,100,1.3,CN,2023-02-10 21:16:01
557,Eagle Pass,28.7091,-100.4995,289.97,35,0,10.34,US,2023-02-10 21:11:03
558,Liberty,31.8335,-81.5004,293.3,96,40,1.54,US,2023-02-10 21:16:01
559,Oranjemund,-28.55,16.4333,291.59,94,8,0.78,NA,2023-02-10 21:15:33
560,Katsuura,35.1333,140.3,281.47,73,40,8.68,JP,2023-02-10 21:16:02
561,Salinopolis,-0.6136,-47.3561,299.82,79,38,3.6,BR,2023-02-10 21:16:02
562,Longjiang,47.3303,123.1836,261.98,96,100,3.16,CN,2023-02-10 21:16:03
563,Yeppoon,-23.1333,150.7333,298.03,74,5,1.02,AU,2023-02-10 21:16:03
